customer_id,signup_date,age,gender,region,state,income_band,churn_label,last_purchase,frequency,monetary,avg_basket,recency_days,days_since_signup,rfm_segment
10223,2023-02-10,45,Male,West,Rajasthan,6L-10L,0,2025-05-07,25,492873.81,19714.9524,86,903,Loyal
10224,2021-08-10,49,Male,East,West Bengal,<3L,0,2025-07-24,13,302832.39,23294.799230769233,8,1452,Champion
10225,2023-03-02,30,Male,Central,Madhya Pradesh,6L-10L,0,2025-04-14,9,195902.51,21766.945555555558,109,883,Promising
10226,2021-12-02,56,Male,North,Haryana,6L-10L,0,2025-06-15,20,499625.4,24981.27,47,1338,Loyal
10227,2023-06-05,49,Male,South,Kerala,3L-6L,0,2025-05-01,22,339046.02999999997,15411.18318181818,92,788,Promising
10228,2022-09-27,60,Male,North,Punjab,3L-6L,0,2025-07-10,19,359852.29000000004,18939.594210526317,22,1039,Champion
10229,2022-08-22,30,Female,West,Maharashtra,15L+,0,2025-05-30,14,230401.21,16457.229285714286,63,1075,Loyal
10230,2021-07-13,55,Male,South,Karnataka,6L-10L,0,2025-04-21,15,407817.04000000004,27187.80266666667,102,1480,Promising
10231,2022-05-23,40,Female,South,Karnataka,6L-10L,0,2025-03-02,19,328888.38,17309.914736842107,152,1166,At Risk
10232,2023-07-27,26,Female,Central,Chhattisgarh,6L-10L,0,2025-05-21,19,316370.75,16651.092105263157,72,736,Loyal
10233,2021-01-22,26,Male,South,Tamil Nadu,3L-6L,0,2025-05-15,14,245815.22,17558.23,78,1652,Loyal
10234,2023-04-11,44,Male,North,Delhi,6L-10L,0,2025-04-13,18,311335.39,17296.410555555558,110,843,Promising
10235,2022-06-24,33,Male,North,Haryana,3L-6L,0,2025-07-28,29,573249.85,19767.236206896552,4,1134,Champion
10236,2023-02-27,22,Other,South,Kerala,3L-6L,0,2025-07-20,11,247750.75999999998,22522.79636363636,12,886,Champion
10237,2022-12-28,38,Male,Central,Chhattisgarh,6L-10L,0,2025-03-19,18,394410.33,21911.685,135,947,At Risk
10238,2022-04-19,48,Female,East,West Bengal,<3L,1,2025-01-24,21,499538.49,23787.547142857144,189,1200,Churned
10239,2021-12-04,32,Female,Central,Chhattisgarh,10L-15L,0,2025-07-19,23,472020.58,20522.63391304348,13,1336,Champion
10240,2022-11-18,62,Other,South,Karnataka,3L-6L,0,2025-07-19,31,760282.73,24525.24935483871,13,987,Champion
10241,2021-06-03,54,Male,South,Kerala,6L-10L,0,2025-06-11,22,420698.37,19122.653181818183,51,1520,Loyal
10242,2022-10-02,42,Male,North,Delhi,6L-10L,0,2025-07-22,23,449127.38999999996,19527.277826086956,10,1034,Champion
10243,2021-04-14,61,Male,South,Telangana,6L-10L,0,2025-06-09,22,544849.01,24765.86409090909,53,1570,Loyal
10244,2022-12-13,38,Male,East,West Bengal,6L-10L,0,2025-06-20,22,435266.23,19784.828636363636,42,962,Loyal
10245,2022-11-20,24,Male,Central,Chhattisgarh,15L+,0,2025-04-15,23,576981.78,25086.16434782609,108,985,Promising
10246,2021-04-03,19,Female,South,Karnataka,6L-10L,0,2025-06-10,26,660019.5599999999,25385.36769230769,52,1581,Loyal
10247,2023-04-10,62,Female,West,Rajasthan,6L-10L,1,2024-09-01,22,473091.0,21504.136363636364,334,844,Churned
10248,2022-04-01,63,Female,West,Gujarat,6L-10L,0,2025-07-21,17,464153.56,27303.150588235294,11,1218,Champion
10249,2023-05-12,52,Female,South,Tamil Nadu,3L-6L,0,2025-07-25,16,361044.3,22565.26875,7,812,Champion
10250,2021-02-15,22,Male,Central,Madhya Pradesh,3L-6L,0,2025-06-08,14,337632.22,24116.58714285714,54,1628,Loyal
10251,2021-07-16,31,Female,East,Bihar,3L-6L,0,2025-05-29,17,278930.36,16407.668235294117,64,1477,Loyal
10252,2022-06-25,19,Female,North,Delhi,3L-6L,0,2025-07-16,32,666376.82,20824.275625,16,1133,Champion
10253,2021-07-26,20,Female,Central,Madhya Pradesh,3L-6L,0,2025-04-26,20,393663.95999999996,19683.197999999997,97,1467,Promising
10254,2021-12-28,29,Female,Central,Chhattisgarh,3L-6L,0,2025-04-13,21,541072.42,25765.353333333336,110,1312,Promising
10255,2022-12-25,44,Male,North,Delhi,6L-10L,1,2024-10-21,16,332417.95999999996,20776.122499999998,284,950,Churned
10256,2021-06-08,21,Male,Central,Madhya Pradesh,3L-6L,0,2025-07-08,23,459755.23,19989.357826086954,24,1515,Champion
10257,2023-01-13,64,Male,Central,Chhattisgarh,10L-15L,0,2025-07-07,10,304640.55,30464.055,25,931,Champion
10258,2021-04-24,39,Male,Central,Chhattisgarh,3L-6L,0,2025-07-27,25,456415.44,18256.6176,5,1560,Champion
10259,2021-07-11,30,Female,South,Kerala,6L-10L,0,2025-06-16,24,518300.76999999996,21595.865416666664,46,1482,Loyal
10260,2022-10-06,42,Male,West,Rajasthan,<3L,0,2025-04-24,17,440290.73,25899.454705882352,99,1030,Promising
10261,2023-05-19,55,Female,East,West Bengal,6L-10L,1,2024-12-27,23,506240.21,22010.44391304348,217,805,Churned
10262,2021-07-06,32,Female,West,Gujarat,<3L,0,2025-03-17,21,428271.31,20393.871904761905,137,1487,At Risk
10263,2021-11-25,20,Male,West,Maharashtra,6L-10L,0,2025-07-22,22,567014.27,25773.37590909091,10,1345,Champion
10264,2023-10-11,20,Male,West,Rajasthan,3L-6L,0,2025-07-03,20,413064.92,20653.246,29,660,Champion
10265,2023-12-20,58,Female,East,Odisha,15L+,0,2025-07-09,13,176553.45,13581.034615384617,23,590,Champion
10266,2022-09-29,23,Female,West,Maharashtra,3L-6L,0,2025-06-17,25,576661.76,23066.470400000002,45,1037,Loyal
10267,2022-05-05,47,Male,East,Bihar,6L-10L,0,2025-07-22,23,566359.38,24624.320869565217,10,1184,Champion
10268,2022-01-15,36,Male,North,Delhi,3L-6L,0,2025-06-29,26,602705.75,23180.990384615383,33,1294,Loyal
10269,2022-11-02,54,Female,North,Delhi,6L-10L,1,2024-12-27,24,582152.43,24256.351250000003,217,1003,Churned
10270,2022-10-10,20,Male,Central,Chhattisgarh,6L-10L,0,2025-04-01,23,645374.6799999999,28059.768695652172,122,1026,At Risk
10271,2021-11-19,60,Female,Central,Chhattisgarh,3L-6L,0,2025-05-15,20,463501.73,23175.086499999998,78,1351,Loyal
10272,2021-01-25,50,Male,East,Bihar,3L-6L,1,2025-01-27,14,328312.64,23450.902857142857,186,1649,Churned
10273,2021-06-15,39,Male,North,Punjab,<3L,0,2025-07-09,18,376613.96,20922.99777777778,23,1508,Champion
10274,2023-11-16,27,Female,West,Rajasthan,<3L,0,2025-07-25,22,383116.44,17414.383636363636,7,624,Champion
10275,2022-04-03,63,Female,North,Punjab,15L+,1,2025-01-11,17,373999.92,21999.995294117645,202,1216,Churned
10276,2022-06-13,32,Female,South,Tamil Nadu,3L-6L,1,2025-01-14,16,282683.84,17667.74,199,1145,Churned
10277,2022-05-27,41,Male,South,Tamil Nadu,<3L,0,2025-06-28,18,362302.12,20127.895555555555,34,1162,Loyal
10278,2023-05-08,36,Other,North,Haryana,15L+,0,2025-06-22,24,540616.54,22525.689166666667,40,816,Loyal
10279,2021-03-13,28,Female,Central,Madhya Pradesh,<3L,0,2025-06-27,17,473482.83,27851.93117647059,35,1602,Loyal
10280,2021-04-01,37,Male,East,Odisha,3L-6L,0,2025-05-14,19,357448.5,18813.07894736842,79,1583,Loyal
10281,2021-10-30,25,Male,South,Tamil Nadu,6L-10L,1,2024-10-13,18,305608.44,16978.246666666666,292,1371,Churned
10282,2022-06-17,18,Male,East,West Bengal,10L-15L,0,2025-07-05,17,417723.01,24571.941764705884,27,1141,Champion
10283,2023-01-05,31,Female,North,Punjab,6L-10L,0,2025-07-07,22,628236.77,28556.21681818182,25,939,Champion
10284,2022-06-22,23,Male,East,West Bengal,6L-10L,0,2025-04-06,21,523968.86,24950.898095238095,117,1136,Promising
10285,2022-04-29,37,Female,East,Odisha,15L+,0,2025-07-22,23,568379.1,24712.134782608693,10,1190,Champion
10286,2023-10-24,58,Male,South,Telangana,<3L,0,2025-04-17,15,363007.27,24200.484666666667,106,647,Promising
10287,2021-06-26,25,Other,Central,Madhya Pradesh,15L+,0,2025-06-14,19,407197.17,21431.43,48,1497,Loyal
10288,2022-09-19,18,Male,South,Tamil Nadu,10L-15L,0,2025-07-13,23,406264.39,17663.669130434784,19,1047,Champion
10289,2022-08-17,23,Female,North,Delhi,10L-15L,0,2025-05-26,26,677265.66,26048.67923076923,67,1080,Loyal
10290,2022-06-03,41,Male,East,Bihar,3L-6L,0,2025-06-23,25,577634.62,23105.3848,39,1155,Loyal
10291,2023-06-04,30,Male,Central,Madhya Pradesh,<3L,0,2025-06-06,23,525893.48,22864.93391304348,56,789,Loyal
10292,2021-10-20,41,Female,South,Kerala,6L-10L,1,2025-01-22,20,546253.34,27312.666999999998,191,1381,Churned
10293,2023-11-11,19,Female,North,Delhi,6L-10L,0,2025-04-12,16,273005.17,17062.823125,111,629,Promising
10294,2021-12-30,33,Female,Central,Chhattisgarh,6L-10L,0,2025-06-27,25,593717.05,23748.682,35,1310,Loyal
10295,2022-08-20,37,Male,East,West Bengal,10L-15L,0,2025-07-14,16,383819.05,23988.690625,18,1077,Champion
10296,2022-07-25,38,Female,North,Haryana,6L-10L,1,2024-07-10,10,203365.48,20336.548000000003,387,1103,Churned
10297,2023-07-20,43,Female,West,Maharashtra,3L-6L,0,2025-06-06,24,428569.2,17857.05,56,743,Loyal
10298,2022-04-26,54,Female,South,Telangana,3L-6L,0,2025-06-26,16,388538.53,24283.658125,36,1193,Loyal
10299,2021-11-08,39,Male,Central,Madhya Pradesh,<3L,0,2025-05-21,17,464312.9,27312.523529411767,72,1362,Loyal
10300,2021-01-24,57,Female,South,Tamil Nadu,3L-6L,0,2025-06-01,27,649267.58,24046.947407407406,61,1650,Loyal
10301,2022-02-03,42,Female,East,Odisha,<3L,0,2025-05-07,23,490083.64,21307.98434782609,86,1275,Loyal
10302,2023-06-24,30,Other,East,West Bengal,10L-15L,1,2025-01-27,19,312009.2,16421.536842105263,186,769,Churned
10303,2021-01-11,28,Male,South,Tamil Nadu,6L-10L,0,2025-07-20,13,187745.07,14441.928461538462,12,1663,Champion
10304,2023-09-09,33,Male,East,Odisha,6L-10L,0,2025-07-03,17,335259.42,19721.142352941177,29,692,Champion
10305,2022-08-18,46,Female,North,Delhi,3L-6L,0,2025-07-24,18,454333.93,25240.77388888889,8,1079,Champion
10306,2021-06-03,29,Female,West,Gujarat,6L-10L,0,2025-07-30,22,466456.34,21202.56090909091,2,1520,Champion
10307,2021-11-27,60,Female,West,Rajasthan,10L-15L,0,2025-03-15,19,526234.27,27696.54052631579,139,1343,At Risk
10308,2022-08-30,40,Male,Central,Madhya Pradesh,10L-15L,0,2025-06-22,15,362059.71,24137.314000000002,40,1067,Loyal
10309,2021-12-12,58,Male,South,Karnataka,6L-10L,0,2025-07-30,14,265812.75,18986.625,2,1328,Champion
10310,2021-04-29,50,Female,South,Tamil Nadu,10L-15L,0,2025-07-25,21,402022.77999999997,19143.941904761905,7,1555,Champion
10311,2022-12-31,33,Male,East,Odisha,6L-10L,0,2025-06-15,22,501588.69,22799.48590909091,47,944,Loyal
10312,2023-01-07,28,Male,West,Maharashtra,6L-10L,0,2025-07-14,16,385893.68,24118.355,18,937,Champion
10313,2021-05-11,52,Female,Central,Madhya Pradesh,10L-15L,0,2025-05-17,24,670326.33,27930.26375,76,1543,Loyal
10314,2021-11-04,33,Female,North,Delhi,3L-6L,0,2025-06-28,19,228889.04,12046.791578947368,34,1366,Loyal
10315,2021-09-25,29,Female,South,Telangana,3L-6L,0,2025-03-28,21,397323.17,18920.15095238095,126,1406,At Risk
10316,2022-12-24,61,Male,South,Tamil Nadu,3L-6L,1,2024-11-17,18,324356.4,18019.800000000003,257,951,Churned
10317,2023-03-11,40,Male,South,Telangana,6L-10L,0,2025-02-19,18,289754.2,16097.455555555556,163,874,At Risk
10318,2023-03-08,20,Female,East,Bihar,6L-10L,0,2025-07-09,22,483200.7,21963.668181818182,23,877,Champion
10319,2023-10-25,41,Male,Central,Madhya Pradesh,6L-10L,0,2025-07-09,30,797964.0700000001,26598.802333333337,23,646,Champion
10320,2023-04-22,39,Male,North,Delhi,3L-6L,0,2025-04-13,14,351640.45,25117.175,110,832,Promising
10321,2021-12-18,58,Male,Central,Chhattisgarh,3L-6L,0,2025-07-22,29,534024.1,18414.624137931034,10,1322,Champion
10322,2021-04-28,51,Female,West,Rajasthan,10L-15L,0,2025-07-27,29,723761.9,24957.306896551723,5,1556,Champion
10323,2022-11-05,26,Female,West,Maharashtra,3L-6L,0,2025-06-28,18,377940.84,20996.713333333333,34,1000,Loyal
10324,2023-10-01,25,Female,West,Rajasthan,10L-15L,0,2025-03-08,21,429645.0,20459.285714285714,146,670,At Risk
10325,2023-12-04,46,Female,North,Haryana,3L-6L,0,2025-07-10,21,491426.98,23401.28476190476,22,606,Champion
10326,2021-09-10,20,Male,West,Maharashtra,6L-10L,0,2025-06-22,20,449586.64,22479.332000000002,40,1421,Loyal
10327,2021-09-16,32,Male,South,Tamil Nadu,6L-10L,0,2025-05-10,10,241598.88,24159.888,83,1415,Loyal
10328,2021-02-10,24,Male,East,Bihar,10L-15L,0,2025-06-29,16,232155.53,14509.720625,33,1633,Loyal
10329,2021-06-04,18,Male,West,Maharashtra,<3L,0,2025-07-07,23,475542.93,20675.77956521739,25,1519,Champion
10330,2022-08-31,61,Male,West,Gujarat,10L-15L,0,2025-06-30,13,246960.25,18996.94230769231,32,1066,Loyal
10331,2022-08-22,22,Male,South,Tamil Nadu,6L-10L,0,2025-04-24,29,726551.66,25053.50551724138,99,1075,Promising
10332,2022-02-11,18,Male,South,Kerala,6L-10L,0,2025-05-14,28,499860.83999999997,17852.172857142858,79,1267,Loyal
10333,2021-12-06,61,Female,East,West Bengal,6L-10L,1,2024-12-13,21,475281.95,22632.47380952381,231,1334,Churned
10334,2023-06-28,26,Female,North,Delhi,<3L,1,2024-12-05,12,262798.0,21899.833333333332,239,765,Churned
10335,2022-05-19,56,Male,West,Maharashtra,6L-10L,0,2025-05-30,21,355043.06,16906.812380952382,63,1170,Loyal
10336,2023-06-05,19,Female,North,Delhi,3L-6L,0,2025-05-29,14,340639.29,24331.377857142856,64,788,Loyal
10337,2023-11-21,25,Female,East,Odisha,3L-6L,0,2025-06-13,22,632436.34,28747.10636363636,49,619,Loyal
10338,2021-12-14,23,Female,West,Maharashtra,6L-10L,0,2025-06-01,23,437787.24,19034.227826086957,61,1326,Loyal
10339,2021-08-10,51,Female,North,Haryana,6L-10L,0,2025-07-28,17,386288.32,22722.842352941178,4,1452,Champion
10340,2023-11-10,47,Male,Central,Chhattisgarh,<3L,1,2024-11-10,17,281881.08,16581.24,264,630,Churned
10341,2022-11-27,40,Female,South,Karnataka,<3L,0,2025-05-08,15,363562.62,24237.507999999998,85,978,Loyal
10342,2021-11-15,29,Male,North,Haryana,3L-6L,0,2025-07-27,24,413799.92,17241.663333333334,5,1355,Champion
10343,2022-11-12,22,Male,West,Gujarat,3L-6L,1,2024-12-16,19,556914.6,29311.294736842105,228,993,Churned
10344,2022-07-18,44,Male,East,Bihar,6L-10L,0,2025-05-16,15,309566.32,20637.754666666668,77,1110,Loyal
10345,2023-09-19,28,Male,West,Maharashtra,3L-6L,0,2025-07-02,19,399379.38,21019.967368421054,30,682,Champion
10346,2021-10-08,45,Male,West,Rajasthan,10L-15L,0,2025-02-05,16,366772.66,22923.29125,177,1393,At Risk
10347,2023-12-22,50,Male,East,Odisha,3L-6L,0,2025-04-28,23,578877.13,25168.570869565217,95,588,Promising
10348,2023-10-22,57,Female,Central,Chhattisgarh,<3L,0,2025-07-30,20,424794.53,21239.7265,2,649,Champion
10349,2021-07-17,41,Male,South,Karnataka,10L-15L,0,2025-07-27,10,144560.24,14456.024,5,1476,Champion
10350,2021-06-30,18,Male,East,Bihar,3L-6L,0,2025-06-11,25,558480.64,22339.2256,51,1493,Loyal
10351,2022-08-07,31,Male,North,Punjab,3L-6L,0,2025-03-08,19,488025.86,25685.57157894737,146,1090,At Risk
10352,2021-02-19,58,Male,West,Maharashtra,15L+,0,2025-07-24,26,582933.09,22420.50346153846,8,1624,Champion
10353,2021-11-24,43,Male,South,Tamil Nadu,15L+,0,2025-07-30,20,375032.85,18751.642499999998,2,1346,Champion
10354,2022-04-22,47,Male,West,Rajasthan,6L-10L,0,2025-07-02,21,332048.91000000003,15811.852857142858,30,1197,Champion
10355,2023-11-28,39,Male,Central,Chhattisgarh,<3L,0,2025-07-19,20,347262.31,17363.1155,13,612,Champion
10356,2023-12-23,25,Female,Central,Madhya Pradesh,6L-10L,0,2025-06-10,20,393895.84,19694.792,52,587,Loyal
10357,2021-06-15,60,Female,Central,Chhattisgarh,15L+,1,2025-01-26,15,265095.24,17673.016,187,1508,Churned
10358,2023-09-04,54,Female,North,Delhi,15L+,0,2025-07-11,29,622218.83,21455.821724137928,21,697,Champion
10359,2021-04-10,64,Female,North,Delhi,<3L,0,2025-05-14,23,556425.36,24192.40695652174,79,1574,Loyal
10360,2023-03-31,58,Female,Central,Chhattisgarh,3L-6L,0,2025-04-30,21,479031.06,22811.002857142856,93,854,Promising
10361,2023-07-15,31,Other,South,Kerala,3L-6L,0,2025-05-28,21,420204.58,20009.741904761904,65,748,Loyal
10362,2023-09-03,29,Female,North,Haryana,<3L,0,2025-05-22,22,474998.06,21590.820909090908,71,698,Loyal
10363,2021-09-02,29,Female,South,Telangana,6L-10L,0,2025-05-27,23,452363.6,19667.982608695653,66,1429,Loyal
10364,2023-09-06,61,Female,Central,Madhya Pradesh,3L-6L,0,2025-06-20,23,435823.87,18948.86391304348,42,695,Loyal
10365,2021-05-07,44,Female,South,Telangana,3L-6L,1,2025-01-03,18,372832.73,20712.929444444442,210,1547,Churned
10366,2022-07-23,39,Male,North,Punjab,<3L,0,2025-05-18,20,474905.49,23745.2745,75,1105,Loyal
10367,2022-05-30,63,Male,West,Rajasthan,6L-10L,0,2025-06-26,16,396755.43,24797.214375,36,1159,Loyal
10368,2021-12-12,46,Male,North,Delhi,3L-6L,0,2025-07-19,16,352289.4,22018.0875,13,1328,Champion
10369,2021-01-25,60,Male,South,Tamil Nadu,3L-6L,0,2025-05-28,25,456934.26999999996,18277.370799999997,65,1649,Loyal
10370,2023-04-26,64,Female,North,Delhi,<3L,0,2025-07-09,17,357855.0,21050.29411764706,23,828,Champion
10371,2022-01-03,21,Male,West,Rajasthan,15L+,0,2025-07-09,14,326596.47000000003,23328.31928571429,23,1306,Champion
10372,2022-12-26,34,Female,East,West Bengal,<3L,0,2025-07-11,18,279566.7,15531.483333333334,21,949,Champion
10373,2022-03-26,52,Female,Central,Chhattisgarh,6L-10L,0,2025-06-04,16,237412.68,14838.2925,58,1224,Loyal
10374,2022-02-14,56,Female,South,Kerala,3L-6L,0,2025-05-25,26,398956.58999999997,15344.484230769229,68,1264,Loyal
10375,2023-08-29,24,Male,South,Tamil Nadu,<3L,0,2025-06-30,20,285939.4,14296.970000000001,32,703,Loyal
10376,2021-04-14,32,Male,North,Haryana,3L-6L,0,2025-07-19,33,575241.72,17431.567272727272,13,1570,Champion
10377,2023-03-18,43,Female,South,Tamil Nadu,<3L,0,2025-06-09,18,356311.7,19795.094444444447,53,867,Loyal
10378,2023-03-29,55,Female,East,West Bengal,<3L,0,2025-06-14,15,395652.83,26376.855333333333,48,856,Loyal
10379,2022-02-21,23,Other,North,Punjab,6L-10L,0,2025-06-22,16,356990.41000000003,22311.900625000002,40,1257,Loyal
10380,2021-10-15,46,Female,East,West Bengal,6L-10L,0,2025-04-29,11,237451.53,21586.502727272727,94,1386,Promising
10381,2021-01-06,31,Female,Central,Madhya Pradesh,<3L,0,2025-06-04,21,479772.0,22846.285714285714,58,1668,Loyal
10382,2023-10-23,28,Male,West,Maharashtra,3L-6L,0,2025-04-29,20,503927.68,25196.384,94,648,Promising
10383,2023-11-04,42,Male,West,Gujarat,6L-10L,0,2025-05-06,25,550051.03,22002.0412,87,636,Loyal
10384,2021-09-21,37,Male,Central,Madhya Pradesh,3L-6L,0,2025-06-19,23,463350.04,20145.653913043476,43,1410,Loyal
10385,2021-02-04,47,Female,West,Maharashtra,3L-6L,0,2025-02-21,17,481373.63999999996,28316.096470588232,161,1639,At Risk
10386,2021-05-15,32,Female,West,Gujarat,<3L,0,2025-02-28,21,572552.03,27264.382380952382,154,1539,At Risk
10387,2021-03-16,56,Male,Central,Madhya Pradesh,3L-6L,0,2025-07-12,20,368500.14,18425.007,20,1599,Champion
10388,2023-06-30,21,Female,North,Haryana,6L-10L,0,2025-05-18,14,357640.53,25545.752142857145,75,763,Loyal
10389,2023-09-04,58,Male,Central,Madhya Pradesh,15L+,0,2025-07-27,20,417750.82,20887.541,5,697,Champion
10390,2021-06-17,19,Male,South,Kerala,15L+,0,2025-05-21,18,532148.51,29563.806111111113,72,1506,Loyal
10391,2023-03-29,52,Male,West,Rajasthan,15L+,0,2025-04-18,22,460862.24,20948.283636363634,105,856,Promising
10392,2021-07-16,34,Male,Central,Madhya Pradesh,3L-6L,0,2025-07-10,27,706903.53,26181.612222222222,22,1477,Champion
10393,2022-02-07,36,Female,East,West Bengal,<3L,0,2025-02-04,28,554327.42,19797.407857142858,178,1271,At Risk
10394,2022-10-19,18,Male,North,Punjab,3L-6L,0,2025-06-04,18,343388.45,19077.13611111111,58,1017,Loyal
10395,2023-02-28,50,Female,South,Kerala,3L-6L,1,2024-12-26,14,202359.99000000002,14454.285000000002,218,885,Churned
10396,2023-08-16,25,Female,East,West Bengal,<3L,0,2025-03-12,17,391977.48000000004,23057.498823529415,142,716,At Risk
10397,2021-02-19,48,Male,Central,Chhattisgarh,<3L,0,2025-07-24,22,383128.61,17414.936818181817,8,1624,Champion
10398,2021-08-04,52,Male,Central,Madhya Pradesh,6L-10L,0,2025-06-19,18,357818.87,19878.82611111111,43,1458,Loyal
10399,2021-11-04,57,Female,East,Odisha,3L-6L,0,2025-07-15,29,651800.07,22475.864482758618,17,1366,Champion
10400,2021-12-06,51,Male,Central,Chhattisgarh,3L-6L,0,2025-07-24,19,376771.04,19830.054736842103,8,1334,Champion
10401,2023-12-29,32,Female,East,Odisha,6L-10L,0,2025-07-24,23,471037.05,20479.871739130434,8,581,Champion
10402,2023-05-02,52,Male,East,Bihar,3L-6L,0,2025-07-25,23,478415.14,20800.658260869564,7,822,Champion
10403,2021-12-17,56,Female,Central,Madhya Pradesh,10L-15L,0,2025-07-29,14,197734.16999999998,14123.869285714285,3,1323,Champion
10404,2023-12-01,32,Female,West,Rajasthan,3L-6L,1,2025-01-26,17,250412.75,14730.161764705883,187,609,Churned
10405,2022-07-01,23,Male,East,Bihar,6L-10L,0,2025-02-03,18,442604.11,24589.117222222223,179,1127,At Risk
10406,2022-07-03,59,Male,East,Bihar,3L-6L,1,2024-11-26,14,351067.05,25076.217857142856,248,1125,Churned
10407,2022-04-20,24,Other,West,Rajasthan,6L-10L,0,2025-06-02,18,299392.89,16632.938333333335,60,1199,Loyal
10408,2021-06-07,45,Male,West,Gujarat,3L-6L,0,2025-07-19,25,478066.51,19122.6604,13,1516,Champion
10409,2023-10-21,29,Male,East,Odisha,3L-6L,0,2025-04-29,23,476784.51,20729.761304347827,94,650,Promising
10410,2021-01-16,23,Male,North,Haryana,6L-10L,0,2025-06-06,20,385824.88,19291.244,56,1658,Loyal
10411,2021-07-10,54,Male,North,Haryana,3L-6L,0,2025-07-24,18,439758.74,24431.04111111111,8,1483,Champion
10412,2021-09-09,24,Female,North,Punjab,3L-6L,0,2025-07-14,30,696413.6799999999,23213.78933333333,18,1422,Champion
10413,2021-11-02,49,Female,East,West Bengal,10L-15L,0,2025-06-07,20,483437.49,24171.874499999998,55,1368,Loyal
10414,2021-05-25,50,Male,West,Maharashtra,<3L,1,2025-01-05,18,474827.21,26379.289444444446,208,1529,Churned
10415,2021-01-20,20,Female,Central,Madhya Pradesh,6L-10L,0,2025-07-14,19,316335.26,16649.224210526318,18,1654,Champion
10416,2023-01-13,26,Male,South,Tamil Nadu,6L-10L,0,2025-07-18,18,328957.3,18275.405555555553,14,931,Champion
10417,2023-11-28,55,Male,West,Maharashtra,3L-6L,0,2025-06-07,20,519095.07,25954.7535,55,612,Loyal
10418,2021-05-14,41,Female,West,Maharashtra,6L-10L,0,2025-07-22,24,472236.19,19676.507916666666,10,1540,Champion
10419,2021-11-21,23,Other,North,Haryana,<3L,0,2025-06-27,21,392350.22,18683.34380952381,35,1349,Loyal
10420,2022-07-09,64,Male,South,Tamil Nadu,6L-10L,0,2025-07-15,29,529186.94,18247.825517241377,17,1119,Champion
10421,2023-10-13,30,Male,South,Kerala,3L-6L,0,2025-07-25,29,678338.3099999999,23390.97620689655,7,658,Champion
10422,2023-01-31,18,Female,Central,Madhya Pradesh,3L-6L,0,2025-07-15,17,175209.15,10306.420588235294,17,913,Champion
10423,2023-04-19,61,Female,Central,Madhya Pradesh,3L-6L,0,2025-07-11,21,551426.92,26258.424761904764,21,835,Champion
10424,2022-09-29,18,Male,Central,Chhattisgarh,10L-15L,1,2024-12-04,19,438792.24,23094.328421052633,240,1037,Churned
10425,2022-04-02,44,Male,East,Bihar,10L-15L,0,2025-07-16,18,351594.75,19533.041666666668,16,1217,Champion
10426,2021-08-07,64,Female,East,Bihar,15L+,0,2025-05-25,25,657255.47,26290.2188,68,1455,Loyal
10427,2023-08-05,45,Male,South,Telangana,6L-10L,0,2025-07-18,17,356275.58,20957.38705882353,14,727,Champion
10428,2023-05-31,45,Male,West,Gujarat,6L-10L,0,2025-06-12,14,282762.78,20197.34142857143,50,793,Loyal
10429,2021-01-28,36,Male,North,Haryana,6L-10L,0,2025-04-17,18,359683.85,19982.43611111111,106,1646,Promising
10430,2023-02-23,23,Male,South,Tamil Nadu,10L-15L,0,2025-07-08,25,407205.65,16288.226,24,890,Champion
10431,2021-04-03,44,Male,North,Haryana,6L-10L,0,2025-07-19,20,550364.02,27518.201,13,1581,Champion
10432,2023-03-21,60,Female,East,Bihar,3L-6L,0,2025-04-11,26,527263.61,20279.369615384614,112,864,Promising
10433,2023-06-24,22,Female,South,Karnataka,6L-10L,0,2025-05-20,25,499629.72,19985.1888,73,769,Loyal
10434,2021-05-24,59,Female,North,Punjab,6L-10L,0,2025-03-16,21,554173.57,26389.217619047617,138,1530,At Risk
10435,2022-04-21,37,Other,South,Kerala,<3L,0,2025-07-13,23,526333.57,22884.068260869564,19,1198,Champion
10436,2021-05-16,43,Male,Central,Madhya Pradesh,3L-6L,0,2025-04-22,24,489000.37,20375.015416666665,101,1538,Promising
10437,2022-09-14,25,Male,East,Bihar,3L-6L,1,2024-11-14,11,176980.28,16089.116363636364,260,1052,Churned
10438,2023-10-13,47,Female,Central,Madhya Pradesh,10L-15L,0,2025-05-10,29,575938.76,19859.95724137931,83,658,Loyal
10439,2021-03-30,26,Male,Central,Madhya Pradesh,3L-6L,0,2025-04-28,11,228665.21,20787.746363636365,95,1585,Promising
10440,2022-03-12,30,Female,Central,Madhya Pradesh,10L-15L,0,2025-06-06,18,433870.03,24103.890555555558,56,1238,Loyal
10441,2023-12-02,51,Female,South,Telangana,3L-6L,1,2025-01-08,21,455802.44,21704.878095238095,205,608,Churned
10442,2021-11-26,20,Male,Central,Madhya Pradesh,10L-15L,0,2025-07-14,18,412199.32,22899.962222222224,18,1344,Champion
10443,2021-05-25,39,Male,Central,Chhattisgarh,<3L,0,2025-04-04,24,485614.67,20233.944583333334,119,1529,Promising
10444,2022-06-19,45,Male,Central,Chhattisgarh,10L-15L,0,2025-04-29,14,408139.5,29152.821428571428,94,1139,Promising
10445,2022-07-11,24,Male,South,Tamil Nadu,6L-10L,0,2025-06-20,21,426219.49,20296.16619047619,42,1117,Loyal
