customer_id,signup_date,age,gender,region,state,income_band,churn_label,last_purchase,frequency,monetary,avg_basket,recency_days,days_since_signup,rfm_segment,churn_probability,revenue_at_risk,priority_score,recommended_action
10303,2021-01-11,28,Male,South,Tamil Nadu,6L-10L,0,2025-07-20,13,187745.07,14441.928461538462,12,1663,Champion,8.735969514841019e-15,1.6401352080816933e-09,2.2961892913143706e-08,Cross-sell
10304,2023-09-09,33,Male,East,Odisha,6L-10L,0,2025-07-03,17,335259.42,19721.142352941177,29,692,Champion,6.139181871435039e-17,2.0582185534918256e-11,3.704793396285286e-10,Cross-sell
10305,2022-08-18,46,Female,North,Delhi,3L-6L,0,2025-07-24,18,454333.93,25240.77388888889,8,1079,Champion,3.3790932516741457e-19,1.5352367168695938e-13,2.916949762052228e-12,Cross-sell
10306,2021-06-03,29,Female,West,Gujarat,6L-10L,0,2025-07-30,22,466456.34,21202.56090909091,2,1520,Champion,5.20794958865421e-20,2.4292811040281486e-14,5.587346539264741e-13,Cross-sell
10307,2021-11-27,60,Female,West,Rajasthan,10L-15L,0,2025-03-15,19,526234.27,27696.54052631579,139,1343,At Risk,1.0186638020154641e-05,5.3605580222903235,107.21116044580647,Cross-sell
10308,2022-08-30,40,Male,Central,Madhya Pradesh,10L-15L,0,2025-06-22,15,362059.71,24137.314,40,1067,Loyal,1.938741988737396e-15,7.019403622070849e-10,1.1231045795313358e-08,Cross-sell
10309,2021-12-12,58,Male,South,Karnataka,6L-10L,0,2025-07-30,14,265812.75,18986.625,2,1328,Champion,5.727504371681369e-19,1.522443687673647e-13,2.2836655315104704e-12,Cross-sell
10310,2021-04-29,50,Female,South,Tamil Nadu,10L-15L,0,2025-07-25,21,402022.78,19143.941904761905,7,1555,Champion,2.8941877313644123e-19,1.1635293976050143e-13,2.5597646747310317e-12,Cross-sell
10311,2022-12-31,33,Male,East,Odisha,6L-10L,0,2025-06-15,22,501588.69,22799.48590909091,47,944,Loyal,7.925302563388274e-16,3.9752421306235666e-10,9.143056900434203e-09,Cross-sell
10312,2023-01-07,28,Male,West,Maharashtra,6L-10L,0,2025-07-14,16,385893.68,24118.355,18,937,Champion,3.007609617586494e-18,1.160617543333845e-12,1.9730498236675362e-11,Cross-sell
10313,2021-05-11,52,Female,Central,Madhya Pradesh,10L-15L,0,2025-05-17,24,670326.33,27930.26375,76,1543,Loyal,8.706549342197381e-12,5.836229267519084e-06,0.0001459057316879771,Cross-sell
10314,2021-11-04,33,Female,North,Delhi,3L-6L,0,2025-06-28,19,228889.04,12046.791578947368,34,1366,Loyal,2.737713946470706e-15,6.266327170022913e-10,1.2532654340045826e-08,Cross-sell
10315,2021-09-25,29,Female,South,Telangana,3L-6L,0,2025-03-28,21,397323.17,18920.15095238095,126,1406,At Risk,2.5238763711329255e-05,10.027945604666304,220.6148033026587,Cross-sell
10316,2022-12-24,61,Male,South,Tamil Nadu,3L-6L,1,2024-11-17,18,324356.4,18019.800000000003,257,951,Churned,0.9999999968721636,324356.3989854663,6162771.580723859,Discount Campaign
10317,2023-03-11,40,Male,South,Telangana,6L-10L,0,2025-02-19,18,289754.2,16097.455555555556,163,874,At Risk,0.032466739319018584,9407.374077990775,178740.10748182473,Cross-sell
10318,2023-03-08,20,Female,East,Bihar,6L-10L,0,2025-07-09,22,483200.7,21963.668181818182,23,877,Champion,7.999767539147433e-18,3.8654932747533174e-12,8.89063453193263e-11,Cross-sell
10319,2023-10-25,41,Male,Central,Madhya Pradesh,6L-10L,0,2025-07-09,30,797964.0700000001,26598.802333333337,23,646,Champion,2.4255305464778005e-19,1.9354862267767501e-13,6.000007303007926e-12,Cross-sell
10320,2023-04-22,39,Male,North,Delhi,3L-6L,0,2025-04-13,14,351640.45,25117.175,110,832,Promising,6.395892345877512e-08,0.02249054462655924,0.3373581693983886,Cross-sell
10321,2021-12-18,58,Male,Central,Chhattisgarh,3L-6L,0,2025-07-22,29,534024.1,18414.624137931038,10,1322,Champion,9.523567444129412e-23,5.085814533140509e-17,1.5257443599421527e-15,Cross-sell
10322,2021-04-28,51,Female,West,Rajasthan,10L-15L,0,2025-07-27,29,723761.9,24957.306896551723,5,1556,Champion,1.017876439632288e-20,7.367001859135001e-15,2.2101005577405004e-13,Cross-sell
10323,2022-11-05,26,Female,West,Maharashtra,3L-6L,0,2025-06-28,18,377940.84,20996.713333333333,34,1000,Loyal,1.4663490511476558e-15,5.54193192123948e-10,1.0529670650355012e-08,Cross-sell
10324,2023-10-01,25,Female,West,Rajasthan,10L-15L,0,2025-03-08,21,429645.0,20459.285714285717,146,670,At Risk,0.0001199098479026805,51.518666602147164,1133.4106652472376,Cross-sell
10325,2023-12-04,46,Female,North,Haryana,3L-6L,0,2025-07-10,21,491426.98,23401.28476190476,22,606,Champion,1.1436269446035045e-18,5.620091356331275e-13,1.2364200983928806e-11,Cross-sell
10326,2021-09-10,20,Male,West,Maharashtra,6L-10L,0,2025-06-22,20,449586.64,22479.332,40,1421,Loyal,1.818968542670066e-15,8.177839553647316e-10,1.7173463062659365e-08,Cross-sell
10327,2021-09-16,32,Male,South,Tamil Nadu,6L-10L,0,2025-05-10,10,241598.88,24159.888,83,1415,Loyal,2.794091827849107e-09,0.0006750494562254971,0.007425544018480468,Cross-sell
10328,2021-02-10,24,Male,East,Bihar,10L-15L,0,2025-06-29,16,232155.53,14509.720625,33,1633,Loyal,9.653056578870915e-14,2.241010466187764e-08,3.809717792519199e-07,Cross-sell
10329,2021-06-04,18,Male,West,Maharashtra,<3L,0,2025-07-07,23,475542.93,20675.77956521739,25,1519,Champion,3.211306072913671e-17,1.5271138990401607e-11,3.6650733576963855e-10,Cross-sell
10330,2022-08-31,61,Male,West,Gujarat,10L-15L,0,2025-06-30,13,246960.25,18996.94230769231,32,1066,Loyal,5.461155458587177e-16,1.348688317341554e-10,1.8881636442781755e-09,Cross-sell
10331,2022-08-22,22,Male,South,Tamil Nadu,6L-10L,0,2025-04-24,29,726551.66,25053.50551724138,99,1075,Promising,9.439086440410135e-10,0.0006857983922163474,0.020573951766490423,Cross-sell
10332,2022-02-11,18,Male,South,Kerala,6L-10L,0,2025-05-14,28,499860.84,17852.172857142858,79,1267,Loyal,2.1876844078162665e-13,1.0935377657459415e-07,3.1712595206632303e-06,Cross-sell
10333,2021-12-06,61,Female,East,West Bengal,6L-10L,1,2024-12-13,21,475281.95,22632.47380952381,231,1334,Churned,0.9999876917862366,475276.10012816155,10456074.202819554,High Value - Personal Offer
10334,2023-06-28,26,Female,North,Delhi,<3L,1,2024-12-05,12,262798.0,21899.83333333333,239,765,Churned,0.9999999972361728,262797.99927367177,3416373.990557733,Discount Campaign
10335,2022-05-19,56,Male,West,Maharashtra,6L-10L,0,2025-05-30,21,355043.06,16906.812380952382,63,1170,Loyal,2.774759804198446e-15,9.851592116476172e-10,2.1673502656247577e-08,Cross-sell
10336,2023-06-05,19,Female,North,Delhi,3L-6L,0,2025-05-29,14,340639.29,24331.377857142856,64,788,Loyal,1.0385681225355886e-11,3.5377710787715587e-06,5.306656618157338e-05,Cross-sell
10337,2023-11-21,25,Female,East,Odisha,3L-6L,0,2025-06-13,22,632436.34,28747.10636363636,49,619,Loyal,2.763715475562007e-14,1.7478741001657952e-08,4.020110430381329e-07,Cross-sell
10338,2021-12-14,23,Female,West,Maharashtra,6L-10L,0,2025-06-01,23,437787.24,19034.22782608696,61,1326,Loyal,4.0756128291545204e-14,1.784251291784149e-08,4.282203100281958e-07,Cross-sell
10339,2021-08-10,51,Female,North,Haryana,6L-10L,0,2025-07-28,17,386288.32,22722.842352941178,4,1452,Champion,1.0145521499573607e-19,3.9190964555941694e-14,7.054373620069504e-13,Cross-sell
10340,2023-11-10,47,Male,Central,Chhattisgarh,<3L,1,2024-11-10,17,281881.08,16581.24,264,630,Churned,0.999999999546616,281881.0798721996,5073859.437699594,Discount Campaign
10341,2022-11-27,40,Female,South,Karnataka,<3L,0,2025-05-08,15,363562.62,24237.508,85,978,Loyal,6.22240513363081e-10,0.00022622339130842675,0.003619574260934828,Cross-sell
10342,2021-11-15,29,Male,North,Haryana,3L-6L,0,2025-07-27,24,413799.92,17241.663333333334,5,1355,Champion,1.4506884275778336e-20,6.002947552766333e-15,1.5007368881915832e-13,Cross-sell
10343,2022-11-12,22,Male,West,Gujarat,3L-6L,1,2024-12-16,19,556914.6,29311.294736842105,228,993,Churned,0.9999988670501233,556913.9690436726,11138279.380873451,High Value - Personal Offer
10344,2022-07-18,44,Male,East,Bihar,6L-10L,0,2025-05-16,15,309566.32,20637.754666666668,77,1110,Loyal,2.7349797180658854e-11,8.466576065962937e-06,0.000135465217055407,Cross-sell
10345,2023-09-19,28,Male,West,Maharashtra,3L-6L,0,2025-07-02,19,399379.38,21019.96736842105,30,682,Champion,5.404815484044683e-17,2.1585718570321652e-11,4.3171437140643305e-10,Cross-sell
10346,2021-10-08,45,Male,West,Rajasthan,10L-15L,0,2025-02-05,16,366772.66,22923.29125,177,1393,At Risk,0.6176332466876556,226530.98879206763,3851026.8094651494,Reminder
10347,2023-12-22,50,Male,East,Odisha,3L-6L,0,2025-04-28,23,578877.13,25168.570869565217,95,588,Promising,4.7207190853087584e-11,2.7327163156397593e-05,0.0006558519157535423,Cross-sell
10348,2023-10-22,57,Female,Central,Chhattisgarh,<3L,0,2025-07-30,20,424794.53,21239.7265,2,649,Champion,2.9620251510324983e-21,1.2582520818810293e-15,2.6423293719501613e-14,Cross-sell
10349,2021-07-17,41,Male,South,Karnataka,10L-15L,0,2025-07-27,10,144560.24,14456.024,5,1476,Champion,1.2056609224185055e-14,1.7429063230344052e-09,1.9171969553378458e-08,Cross-sell
10350,2021-06-30,18,Male,East,Bihar,3L-6L,0,2025-06-11,25,558480.64,22339.2256,51,1493,Loyal,3.7394801912864904e-14,2.0884272904970015e-08,5.429910955292204e-07,Cross-sell
10351,2022-08-07,31,Male,North,Punjab,3L-6L,0,2025-03-08,19,488025.86,25685.57157894737,146,1090,At Risk,0.0008885684826389,433.6443979087442,8672.887958174884,Cross-sell
10352,2021-02-19,58,Male,West,Maharashtra,15L+,0,2025-07-24,26,582933.09,22420.50346153846,8,1624,Champion,3.915859386827779e-21,2.282684012369022e-15,6.16324683339636e-14,Cross-sell
10353,2021-11-24,43,Male,South,Tamil Nadu,15L+,0,2025-07-30,20,375032.85,18751.6425,2,1346,Champion,1.0016739720471005e-19,3.756606445076444e-14,7.888873534660532e-13,Cross-sell
10354,2022-04-22,47,Male,West,Rajasthan,6L-10L,0,2025-07-02,21,332048.91000000003,15811.852857142858,30,1197,Champion,1.6830778025941344e-18,5.588641497965776e-13,1.2295011295524707e-11,Cross-sell
10355,2023-11-28,39,Male,Central,Chhattisgarh,<3L,0,2025-07-19,20,347262.31,17363.1155,13,612,Champion,1.171729187985397e-19,4.068973845142332e-14,8.544845074798897e-13,Cross-sell
10356,2023-12-23,25,Female,Central,Madhya Pradesh,6L-10L,0,2025-06-10,20,393895.84,19694.792,52,587,Loyal,6.936331523752913e-15,2.732192132067134e-09,5.737603477340981e-08,Cross-sell
10357,2021-06-15,60,Female,Central,Chhattisgarh,15L+,1,2025-01-26,15,265095.24,17673.016,187,1508,Churned,0.9944141661925134,263614.46204620425,4217831.392739268,Discount Campaign
10358,2023-09-04,54,Female,North,Delhi,15L+,0,2025-07-11,29,622218.83,21455.821724137928,21,697,Champion,4.338206841052608e-21,2.6993139849377496e-15,8.097941954813249e-14,Cross-sell
10359,2021-04-10,64,Female,North,Delhi,<3L,0,2025-05-14,23,556425.36,24192.40695652174,79,1574,Loyal,2.3882473338658544e-12,1.328881382515348e-06,3.1893153180368354e-05,Cross-sell
10360,2023-03-31,58,Female,Central,Chhattisgarh,3L-6L,0,2025-04-30,21,479031.06,22811.002857142856,93,854,Promising,4.052829055271166e-11,1.941430998345345e-05,0.00042711481963597593,Cross-sell
10361,2023-07-15,31,Other,South,Kerala,3L-6L,0,2025-05-28,21,420204.58,20009.741904761904,65,748,Loyal,2.2799368519426945e-12,9.58039907297102e-07,2.1076877960536245e-05,Cross-sell
10362,2023-09-03,29,Female,North,Haryana,<3L,0,2025-05-22,22,474998.06,21590.820909090908,71,698,Loyal,6.528547603449105e-13,3.101047446255974e-07,7.132409126388741e-06,Cross-sell
10363,2021-09-02,29,Female,South,Telangana,6L-10L,0,2025-05-27,23,452363.6,19667.982608695653,66,1429,Loyal,5.449518747531879e-13,2.4651639189010113e-07,5.916393405362427e-06,Cross-sell
10364,2023-09-06,61,Female,Central,Madhya Pradesh,3L-6L,0,2025-06-20,23,435823.87,18948.86391304348,42,695,Loyal,9.539084750290883e-18,4.1573608321297565e-12,9.977665997111416e-11,Cross-sell
10365,2021-05-07,44,Female,South,Telangana,3L-6L,1,2025-01-03,18,372832.73,20712.92944444444,210,1547,Churned,0.9999887456571154,372828.53401261795,7083742.146239741,Discount Campaign
10366,2022-07-23,39,Male,North,Punjab,<3L,0,2025-05-18,20,474905.49,23745.2745,75,1105,Loyal,4.11333440107858e-12,1.9534450892780794e-06,4.102234687483967e-05,Cross-sell
10367,2022-05-30,63,Male,West,Rajasthan,6L-10L,0,2025-06-26,16,396755.43,24797.214375,36,1159,Loyal,1.3931342046287292e-17,5.527335604051794e-12,9.39647052688805e-11,Cross-sell
10368,2021-12-12,46,Male,North,Delhi,3L-6L,0,2025-07-19,16,352289.4,22018.0875,13,1328,Champion,4.844741868542863e-18,1.7067512060238443e-12,2.9014770502405353e-11,Cross-sell
10369,2021-01-25,60,Male,South,Tamil Nadu,3L-6L,0,2025-05-28,25,456934.27,18277.3708,65,1649,Loyal,1.164819391479663e-14,5.322458983276041e-09,1.3838393356517707e-07,Cross-sell
10370,2023-04-26,64,Female,North,Delhi,<3L,0,2025-07-09,17,357855.0,21050.29411764706,23,828,Champion,2.5542883566322294e-18,9.140648598626265e-13,1.6453167477527278e-11,Cross-sell
10371,2022-01-03,21,Male,West,Rajasthan,15L+,0,2025-07-09,14,326596.47000000003,23328.31928571429,23,1306,Champion,3.9783193130384606e-16,1.2993050441711864e-10,1.9489575662567794e-09,Cross-sell
10372,2022-12-26,34,Female,East,West Bengal,<3L,0,2025-07-11,18,279566.7,15531.483333333334,21,949,Champion,1.115177847135223e-16,3.1176659063669875e-11,5.923565222097276e-10,Cross-sell
10373,2022-03-26,52,Female,Central,Chhattisgarh,6L-10L,0,2025-06-04,16,237412.68,14838.2925,58,1224,Loyal,5.73273144824125e-13,1.3610231368472363e-07,2.3137393326403018e-06,Cross-sell
10374,2022-02-14,56,Female,South,Kerala,3L-6L,0,2025-05-25,26,398956.59,15344.484230769229,68,1264,Loyal,3.2635491836771143e-15,1.3020144536171052e-09,3.515439024766184e-08,Cross-sell
10375,2023-08-29,24,Male,South,Tamil Nadu,<3L,0,2025-06-30,20,285939.4,14296.97,32,703,Loyal,2.1300202450691048e-16,6.090567108629128e-11,1.2790190928121168e-09,Cross-sell
10376,2021-04-14,32,Male,North,Haryana,3L-6L,0,2025-07-19,33,575241.72,17431.567272727272,13,1570,Champion,8.55800681578206e-23,4.9229225604821953e-17,1.6737936705639465e-15,Cross-sell
10377,2023-03-18,43,Female,South,Tamil Nadu,<3L,0,2025-06-09,18,356311.7,19795.094444444447,53,867,Loyal,8.51789720540014e-14,3.035026433681373e-08,5.76655022399461e-07,Cross-sell
10378,2023-03-29,55,Female,East,West Bengal,<3L,0,2025-06-14,15,395652.83,26376.855333333333,48,856,Loyal,3.735518399858255e-15,1.4779684264209903e-09,2.3647494822735845e-08,Cross-sell
10379,2022-02-21,23,Other,North,Punjab,6L-10L,0,2025-06-22,16,356990.41000000003,22311.900625,40,1257,Loyal,3.675707111861416e-14,1.3121921889033228e-08,2.2307267211356486e-07,Cross-sell
10380,2021-10-15,46,Female,East,West Bengal,6L-10L,0,2025-04-29,11,237451.53,21586.502727272727,94,1386,Promising,6.376914892883121e-08,0.015142081979948832,0.18170498375938599,Cross-sell
10381,2021-01-06,31,Female,Central,Madhya Pradesh,<3L,0,2025-06-04,21,479772.0,22846.285714285717,58,1668,Loyal,7.884906445168051e-13,3.7829573350111663e-07,8.322506137024566e-06,Cross-sell
10382,2023-10-23,28,Male,West,Maharashtra,3L-6L,0,2025-04-29,20,503927.68,25196.384,94,648,Promising,3.237298805560885e-10,0.0001631364476553068,0.0034258654007614424,Cross-sell
10383,2023-11-04,42,Male,West,Gujarat,6L-10L,0,2025-05-06,25,550051.03,22002.0412,87,636,Loyal,3.388055026108261e-13,1.8636031568075258e-07,4.845368207699567e-06,Cross-sell
10384,2021-09-21,37,Male,Central,Madhya Pradesh,3L-6L,0,2025-06-19,23,463350.04,20145.65391304348,43,1410,Loyal,7.33977515431231e-16,3.400885111341615e-10,8.162124267219877e-09,Cross-sell
10385,2021-02-04,47,Female,West,Maharashtra,3L-6L,0,2025-02-21,17,481373.64,28316.096470588232,161,1639,At Risk,0.03243785706234035,15614.729327898482,281065.1279021727,Cross-sell
10386,2021-05-15,32,Female,West,Gujarat,<3L,0,2025-02-28,21,572552.03,27264.382380952386,154,1539,At Risk,0.016385432009596135,9381.512359521246,206393.2719094674,Cross-sell
10387,2021-03-16,56,Male,Central,Madhya Pradesh,3L-6L,0,2025-07-12,20,368500.14,18425.007,20,1599,Champion,3.515634025906686e-18,1.2955116307353775e-12,2.7205744245442926e-11,Cross-sell
10388,2023-06-30,21,Female,North,Haryana,6L-10L,0,2025-05-18,14,357640.53,25545.752142857145,75,763,Loyal,1.6946816501811042e-11,6.060868435520447e-06,9.091302653280672e-05,Cross-sell
10389,2023-09-04,58,Male,Central,Madhya Pradesh,15L+,0,2025-07-27,20,417750.82,20887.541,5,697,Champion,3.400486563449081e-21,1.4205560502798357e-15,2.983167705587655e-14,Cross-sell
10390,2021-06-17,19,Male,South,Kerala,15L+,0,2025-05-21,18,532148.51,29563.806111111116,72,1506,Loyal,1.1706839518621151e-10,6.229777206643363e-05,0.001183657669262239,Cross-sell
10391,2023-03-29,52,Male,West,Rajasthan,15L+,0,2025-04-18,22,460862.24,20948.283636363634,105,856,Promising,1.516213295870386e-10,6.987654558526088e-05,0.0016071605484610002,Cross-sell
10392,2021-07-16,34,Male,Central,Madhya Pradesh,3L-6L,0,2025-07-10,27,706903.53,26181.612222222226,22,1477,Champion,1.7341018000818475e-17,1.2258426838572123e-11,3.4323595148001947e-10,Cross-sell
10393,2022-02-07,36,Female,East,West Bengal,<3L,0,2025-02-04,28,554327.42,19797.407857142854,178,1271,At Risk,0.028616834304561137,15863.09592861487,460029.78192983125,Cross-sell
10394,2022-10-19,18,Male,North,Punjab,3L-6L,0,2025-06-04,18,343388.45,19077.13611111111,58,1017,Loyal,1.7156204070491602e-12,5.891242323649803e-07,1.1193360414934625e-05,Cross-sell
10395,2023-02-28,50,Female,South,Kerala,3L-6L,1,2024-12-26,14,202359.99,14454.285000000002,218,885,Churned,0.9999999176072266,202359.9733269992,3035399.599904988,Discount Campaign
10396,2023-08-16,25,Female,East,West Bengal,<3L,0,2025-03-12,17,391977.48,23057.49882352941,142,716,At Risk,0.0014024541955912828,549.7304614032981,9895.148305259367,Cross-sell
10397,2021-02-19,48,Male,Central,Chhattisgarh,<3L,0,2025-07-24,22,383128.61,17414.936818181817,8,1624,Champion,4.443334344925119e-20,1.7023685113364215e-14,3.915447576073769e-13,Cross-sell
10398,2021-08-04,52,Male,Central,Madhya Pradesh,6L-10L,0,2025-06-19,18,357818.87,19878.82611111111,43,1458,Loyal,1.098478347308499e-15,3.930562809533947e-10,7.468069338114499e-09,Cross-sell
10399,2021-11-04,57,Female,East,Odisha,3L-6L,0,2025-07-15,29,651800.07,22475.864482758618,17,1366,Champion,4.1494253376450927e-20,2.7045957255368447e-14,8.113787176610535e-13,Cross-sell
10400,2021-12-06,51,Male,Central,Chhattisgarh,3L-6L,0,2025-07-24,19,376771.04,19830.054736842103,8,1334,Champion,2.208126244487765e-19,8.319580215869495e-14,1.663916043173899e-12,Cross-sell
10401,2023-12-29,32,Female,East,Odisha,6L-10L,0,2025-07-24,23,471037.05,20479.871739130434,8,581,Champion,1.1482402641847762e-20,5.408637067328176e-15,1.2980728961587624e-13,Cross-sell
10402,2023-05-02,52,Male,East,Bihar,3L-6L,0,2025-07-25,23,478415.14,20800.658260869564,7,822,Champion,4.7838138759059785e-21,2.2886489851755014e-15,5.492757564421204e-14,Cross-sell
10403,2021-12-17,56,Female,Central,Madhya Pradesh,10L-15L,0,2025-07-29,14,197734.17,14123.869285714283,3,1323,Champion,1.507997986518843e-17,2.981827302259746e-12,4.472740953389619e-11,Cross-sell
10404,2023-12-01,32,Female,West,Rajasthan,3L-6L,1,2025-01-26,17,250412.75,14730.161764705885,187,609,Churned,0.9891553727393743,247697.11706494173,4458548.107168951,Discount Campaign
10405,2022-07-01,23,Male,East,Bihar,6L-10L,0,2025-02-03,18,442604.11,24589.117222222223,179,1127,At Risk,0.7781029055967137,344391.54402004747,6543439.336380902,High Value - Personal Offer
10406,2022-07-03,59,Male,East,Bihar,3L-6L,1,2024-11-26,14,351067.05,25076.217857142856,248,1125,Churned,0.999999968955637,351067.03910134704,5266005.586520205,Discount Campaign
10407,2022-04-20,24,Other,West,Rajasthan,6L-10L,0,2025-06-02,18,299392.89,16632.938333333335,60,1199,Loyal,2.056487234460267e-12,6.15697656373167e-07,1.1698255471090174e-05,Cross-sell
10408,2021-06-07,45,Male,West,Gujarat,3L-6L,0,2025-07-19,25,478066.51,19122.6604,13,1516,Champion,2.847083092925943e-20,1.3610950779151112e-14,3.538847202579289e-13,Cross-sell
10409,2023-10-21,29,Male,East,Odisha,3L-6L,0,2025-04-29,23,476784.51,20729.761304347827,94,650,Promising,1.0597466975388614e-10,5.052708099101842e-05,0.0012126499437844422,Cross-sell
10410,2021-01-16,23,Male,North,Haryana,6L-10L,0,2025-06-06,20,385824.88,19291.244,56,1658,Loyal,1.887687984342209e-13,7.283169900362746e-08,1.5294656790761767e-06,Cross-sell
10411,2021-07-10,54,Male,North,Haryana,3L-6L,0,2025-07-24,18,439758.74,24431.04111111111,8,1483,Champion,2.5159656561679326e-19,1.1064178868396832e-13,2.102193984995398e-12,Cross-sell
10412,2021-09-09,24,Female,North,Punjab,3L-6L,0,2025-07-14,30,696413.6799999999,23213.78933333333,18,1422,Champion,1.4996341811556369e-18,1.0443657587523836e-12,3.237533852132389e-11,Cross-sell
10413,2021-11-02,49,Female,East,West Bengal,10L-15L,0,2025-06-07,20,483437.49,24171.8745,55,1368,Loyal,6.342478679904917e-14,3.0661919733917465e-08,6.439003144122668e-07,Cross-sell
10414,2021-05-25,50,Male,West,Maharashtra,<3L,1,2025-01-05,18,474827.21,26379.289444444446,208,1529,Churned,0.9991969341175627,474445.89246759616,9014471.956884326,High Value - Personal Offer
10415,2021-01-20,20,Female,Central,Madhya Pradesh,6L-10L,0,2025-07-14,19,316335.26,16649.224210526318,18,1654,Champion,9.821292809218384e-17,3.106821214340228e-11,6.213642428680456e-10,Cross-sell
10416,2023-01-13,26,Male,South,Tamil Nadu,6L-10L,0,2025-07-18,18,328957.3,18275.405555555557,14,931,Champion,6.603871361788977e-18,2.172391692721425e-12,4.1275442161707074e-11,Cross-sell
10417,2023-11-28,55,Male,West,Maharashtra,3L-6L,0,2025-06-07,20,519095.07,25954.7535,55,612,Loyal,1.1158973129058243e-15,5.792567937556607e-10,1.2164392668868876e-08,Cross-sell
10418,2021-05-14,41,Female,West,Maharashtra,6L-10L,0,2025-07-22,24,472236.19,19676.507916666666,10,1540,Champion,2.0397222484593328e-20,9.632306632706688e-15,2.4080766581766717e-13,Cross-sell
10419,2021-11-21,23,Other,North,Haryana,<3L,0,2025-06-27,21,392350.22,18683.34380952381,35,1349,Loyal,2.1652560866599565e-15,8.495387019573729e-10,1.8689851443062205e-08,Cross-sell
10420,2022-07-09,64,Male,South,Tamil Nadu,6L-10L,0,2025-07-15,29,529186.94,18247.825517241377,17,1119,Champion,1.1259737297548845e-22,5.958505925693743e-17,1.787551777708123e-15,Cross-sell
10421,2023-10-13,30,Male,South,Kerala,3L-6L,0,2025-07-25,29,678338.3099999999,23390.97620689655,7,658,Champion,1.7614606755547155e-20,1.1948662577872439e-14,3.5845987733617317e-13,Cross-sell
10422,2023-01-31,18,Female,Central,Madhya Pradesh,3L-6L,0,2025-07-15,17,175209.15,10306.420588235294,17,913,Champion,9.853994627738589e-16,1.7265100228306445e-10,3.1077180410951603e-09,Cross-sell
10423,2023-04-19,61,Female,Central,Madhya Pradesh,3L-6L,0,2025-07-11,21,551426.92,26258.424761904764,21,835,Champion,6.918308594057844e-19,3.8149415996308477e-13,8.392871519187864e-12,Cross-sell
10424,2022-09-29,18,Male,Central,Chhattisgarh,10L-15L,1,2024-12-04,19,438792.24,23094.328421052636,240,1037,Churned,0.9999999655692487,438792.2248920535,8775844.497841071,High Value - Personal Offer
10425,2022-04-02,44,Male,East,Bihar,10L-15L,0,2025-07-16,18,351594.75,19533.041666666668,16,1217,Champion,3.628193248092467e-18,1.2756536980147589e-12,2.4237420262280418e-11,Cross-sell
10426,2021-08-07,64,Female,East,Bihar,15L+,0,2025-05-25,25,657255.47,26290.2188,68,1455,Loyal,1.5477975016807355e-13,1.0172983744319975e-07,2.6449757735231934e-06,Cross-sell
10427,2023-08-05,45,Male,South,Telangana,6L-10L,0,2025-07-18,17,356275.58,20957.38705882353,14,727,Champion,6.731714473556685e-19,2.3983454784608025e-13,4.3170218612294445e-12,Cross-sell
10428,2023-05-31,45,Male,West,Gujarat,6L-10L,0,2025-06-12,14,282762.78,20197.34142857143,50,793,Loyal,1.459795968299169e-14,4.127759662290649e-09,6.191639493435974e-08,Cross-sell
10429,2021-01-28,36,Male,North,Haryana,6L-10L,0,2025-04-17,18,359683.85,19982.43611111111,106,1646,Promising,5.3238150504942894e-08,0.019148902940497304,0.36382915586944875,Cross-sell
10430,2023-02-23,23,Male,South,Tamil Nadu,10L-15L,0,2025-07-08,25,407205.65,16288.226,24,890,Champion,4.402127373770935e-19,1.7925711386191866e-13,4.660684960409885e-12,Cross-sell
10431,2021-04-03,44,Male,North,Haryana,6L-10L,0,2025-07-19,20,550364.02,27518.201,13,1581,Champion,5.010459021235467e-19,2.757576368972417e-13,5.790910374842075e-12,Cross-sell
10432,2023-03-21,60,Female,East,Bihar,3L-6L,0,2025-04-11,26,527263.61,20279.36961538461,112,864,Promising,1.9155738820001892e-10,0.00010100124002451337,0.0027270334806618612,Cross-sell
10433,2023-06-24,22,Female,South,Karnataka,6L-10L,0,2025-05-20,25,499629.72,19985.1888,73,769,Loyal,2.796443238674118e-13,1.3971861523346427e-07,3.6326839960700707e-06,Cross-sell
10434,2021-05-24,59,Female,North,Punjab,6L-10L,0,2025-03-16,21,554173.57,26389.217619047617,138,1530,At Risk,9.025494012268973e-06,5.00169023779272,110.03718523143984,Cross-sell
10435,2022-04-21,37,Other,South,Kerala,<3L,0,2025-07-13,23,526333.57,22884.068260869564,19,1198,Champion,1.8844806218591668e-17,9.918654132989552e-12,2.3804769919174927e-10,Cross-sell
10436,2021-05-16,43,Male,Central,Madhya Pradesh,3L-6L,0,2025-04-22,24,489000.37,20375.015416666665,101,1538,Promising,7.36904306324439e-10,0.000360346478447244,0.0090086619611811,Cross-sell
10437,2022-09-14,25,Male,East,Bihar,3L-6L,1,2024-11-14,11,176980.28,16089.116363636364,260,1052,Churned,0.9999999999999263,176980.27999998696,2123763.3599998434,Discount Campaign
10438,2023-10-13,47,Female,Central,Madhya Pradesh,10L-15L,0,2025-05-10,29,575938.76,19859.95724137931,83,658,Loyal,1.6181584364840806e-14,9.319601633921802e-09,2.7958804901765407e-07,Cross-sell
